"","parmse","parsd","errmean","errsd","tmean","Method","k"
"1",176.287866065184,368.444201445307,0.0638622774288008,0.00342477540612107,0.165406999999999,"OSMAC",500
"2",131.691151819853,396.772638326757,0.0628443064279979,0.00311562908961106,0.0422839999999999,"OSMAC",1000
"3",101.184305638494,281.875571605197,0.0622434232276957,0.00279464814365843,0.0416929999999997,"OSMAC",1500
"4",90.7012851519195,496.751266810673,0.0621194681906201,0.00268812221756422,0.0429620000000003,"OSMAC",2000
"5",71.3936197838569,241.470972859535,0.0619311387144004,0.00263671513013963,0.0432300000000007,"OSMAC",2500
"6",69.6061619799847,222.944555838424,0.0616865111226562,0.00219163551773136,0.0443459999999997,"OSMAC",3000
"7",73.9430152202892,566.796555584472,0.0614283049166391,0.00207977669136093,0.0465109999999995,"OSMAC",4000
"8",105.364353839642,238.772984198475,0.0643065933027913,0.00290602051691758,0.0750380000000004,"MORE",500
"9",50.8093086644883,88.898410351122,0.0626728144334766,0.00244250353302356,0.0801659999999997,"MORE",1000
"10",44.7934910132383,87.4984780297093,0.0623946535682237,0.00230949900282707,0.0842890000000004,"MORE",1500
"11",33.4375324070972,58.402570392113,0.0619635384688046,0.00215495299965453,0.0927269999999997,"MORE",2000
"12",35.0345978607054,56.6015727759974,0.0618674018797525,0.00218421054520586,0.082634999999999,"MORE",2500
"13",37.8329251899049,84.2505270414338,0.0619173947952581,0.00209876032503633,0.0840770000000007,"MORE",3000
"14",32.6345805298248,65.8110204818696,0.0617282387946914,0.00213369146274139,0.0878490000000004,"MORE",4000
"15",238.229657852891,453.993624481001,0.0816607707929911,0.00968397379476853,0.439447,"IBOSS",500
"16",160.979889886403,262.473973605339,0.069014617673452,0.00710263296916573,0.4349,"IBOSS",1000
"17",144.567276140339,225.017873612186,0.0640118074906721,0.00573473755469792,0.439736,"IBOSS",1500
"18",131.944147089126,240.9349153096,0.0611782931091484,0.00449479925626384,0.437916,"IBOSS",2000
"19",139.045296374318,313.510546060378,0.0597467293250838,0.00419620705754072,0.438542,"IBOSS",2500
"20",133.011628746595,367.126711670889,0.0587847730600293,0.00401704340289453,0.435063000000001,"IBOSS",3000
"21",136.139883324224,306.544969182288,0.0578521938317669,0.0034654295352445,0.442968,"IBOSS",4000
"22",381.781537803234,648.772217882719,0.0637149907901573,0.00398546438996174,0.0151420000000009,"LEV",500
"23",220.807801618123,549.019199201363,0.060303688660086,0.00255089723504917,0.0480429999999993,"LEV",1000
"24",155.173929539847,296.44772222485,0.0595208992584896,0.00224099786527025,0.101301,"LEV",1500
"25",131.396876911446,256.590736753194,0.0592904406555519,0.00199596673106343,0.184189,"LEV",2000
"26",116.451800626085,273.713783282948,0.0590134369243848,0.0018341543635398,0.301965,"LEV",2500
"27",106.443645904737,244.246862464707,0.0589817220044396,0.0018376901985858,0.450618,"LEV",3000
"28",98.1239929096617,193.787575530134,0.0589539035564162,0.00178887323839963,0.842677,"LEV",4000
"29",335.141923071064,554.974901592029,0.0632853870495442,0.00404734584318018,0.00949800000000052,"DKDO",500
"30",192.846979359085,218.924822658571,0.060265196240495,0.00288047409112834,0.0170259999999996,"DKDO",1000
"31",158.473502069483,167.328294962162,0.0593485098946772,0.00249999727465476,0.0236459999999994,"DKDO",1500
"32",134.828206620031,130.653420815808,0.0589313984791952,0.00235531965337133,0.0582230000000002,"DKDO",2000
"33",134.053951093568,135.212500748593,0.0587313795872101,0.00229835963510553,0.0383430000000003,"DKDO",2500
"34",126.939676299736,122.36993396088,0.0586043546025599,0.00220684363277415,0.0457489999999997,"DKDO",3000
"35",108.529836938443,101.716418331292,0.0584812497048127,0.00220952087082998,0.0708800000000002,"DKDO",4000
"36",0.177866811934461,0.262816549234063,0.0604751334246446,0.000998386282300625,0.295164,"FULL",500
"37",0.177866811934461,0.262816549234063,0.0604751334246446,0.000998386282300625,0.295164,"FULL",1000
"38",0.177866811934461,0.262816549234063,0.0604751334246446,0.000998386282300625,0.295164,"FULL",1500
"39",0.177866811934461,0.262816549234063,0.0604751334246446,0.000998386282300625,0.295164,"FULL",2000
"40",0.177866811934461,0.262816549234063,0.0604751334246446,0.000998386282300625,0.295164,"FULL",2500
"41",0.177866811934461,0.262816549234063,0.0604751334246446,0.000998386282300625,0.295164,"FULL",3000
"42",0.177866811934461,0.262816549234063,0.0604751334246446,0.000998386282300625,0.295164,"FULL",4000
